지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
강남구,탄천물재생센터,공공체육시설,서울특별시 강남구 개포로 625,"85개동 (39,427㎡)",탄천환경,운영,기타,06:00~22:00,06:00~22:00,사용 시 예약 필수,불가능,화장실,주차 가능,02-3410-9735,-,37.4967927,127.0828214
노원구,태릉선수촌 국제스케이트장,공공체육시설,서울특별시 노원구 화랑로 727,"지하 1층, 지상 3층 (27,067㎡)",대한체육회,휴관,빙상장,10:00~18:00,10:00~18:00,"성인 : 4,000원, 청소년 : 3,500원, 어린이 : 3,000원 * 장비 대여료 별도 / 월 정기권 있음",불가능,"스케이트용품점, 커피전문점, 개인보관함",주차 가능,02-970-0501,https://icerink.sports.or.kr/user/main/mainPage/main/main.do,37.637175,127.1058764
노원구,태릉선수촌 실내빙상장,공공체육시설,서울특별시 노원구 화랑로 681,"지하 1층, 지상 4층 (5,477.5㎡)",대한체육회,운영,빙상장,10:00~18:00,10:00~18:00,"성인 : 4,000원, 청소년 : 3,500원, 어린이 : 3,000원 * 대여료 별도 / 월 정기권 있음",불가능,"스케이트용품점, 커피전문점, 개인보관함",주차 가능,02-970-0501,https://icerink.sports.or.kr/user/userRent/icerink/icerink01/list.do,37.6362162,127.0974593
강남구,태화기독교사회복지관,공공체육시설,서울특별시 강남구 광평로 185,"지하 2층, 지상 6층",태화복지재단,운영,골프연습장,07:00~21:00,토요일 08:00~14:30 / 일요일 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 커피숍",주차 무료 (92면),02-2040-1600,https://www.taiwha.or.kr/2012/,37.4848471,127.0933248
강남구,태화기독교사회복지관,공공체육시설,서울특별시 강남구 광평로 185,"성인풀 6레인, 어린이풀 5레인",태화복지재단,운영,수영장,07:00~21:00,토요일 08:00~14:30 / 일요일 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 커피숍",주차 무료 (92면),02-2040-1600,https://www.taiwha.or.kr/2012/,37.4848471,127.0933248
양천구,파리공원 농구장,기타,서울특별시 양천구 목동동로 363,"올코트 1면, 하프코트 1면(멀티골대)",양천구청 공원녹지과,운영,농구장,00:00~24:00,00:00~24:00,-,불가능,휴게시설,파리공원 근처 노변 주차장 이용,02-2620-3570,-,37.5347844,126.8770238
강남구,포이초등학교,학교체육시설,서울특별시 강남구 개포로22길 87,"체육장 12,279㎡, 체육관",포이초등학교,운영,초등학교,"06:30~08:00, 17:00~19:00","토요일 06:30~08:00, 13:00~19:00","(1시간 기준)  체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-578-7334,https://poi.sen.es.kr/,37.4755995,127.0523238
강남구,포이테니스장,공공체육시설,서울특별시 강남구 개포동 1274,테니스코트 3면 (반코트 1면 포함),강남구도시관리공단,운영,테니스장,06:00-22:00,06:00-22:00,"대관 평일 : 6,000원 / 주말 및 공휴일 : 7,000원 ",가능,편의시설 없음,주차 가능,02-2176-0871,https://life.gangnam.go.kr/fmcs/108,37.4756253,127.0553993
송파구,풍납배드민턴장,공공체육시설,서울특별시 송파구 풍납동 310-17,배드민턴 코트 4면 (563.5㎡),송파구청,운영,배드민턴장,06:00~22:00,06:00~22:00,무료,가능,"세면대, 벤치",주차 가능,2147-2800,https://www.songpa.go.kr/culture/contents.do?key=5410&,37.5306567,127.1103097
노원구,하계중학교,학교체육시설,서울특별시 노원구 노원로 261-8,"체육장 10,453㎡",하계중학교,운영,중학교,"06:00~07:00, 17:00~일몰","토요일 06:00~07:00, 14:00~일몰","체육관 : 15,000~60,000 원 운동장 : 20,000~100,000원",가능,-,주차 불가,02-3399-0200,https://hagye.sen.ms.kr/,37.6408687,127.0716063
종로구,한강다목적운동장 족구장,공공체육시설,경기도 고양시 덕양구 자유로 8-1,"마사토 족구장 2면 (1,650㎡)",종로구시설관리공단,운영,족구장,08:00~18:00,08:00~18:00,"(2시간 기준) 평일 : 3,000원 주말 및 공휴일 : 5,000원",가능,화장실 및 편의시설 없음,주차 무료,02-745-6701,https://www.ijongno.co.kr/front/main/71,37.577767,126.8631303
종로구,한강다목적운동장 축구장,공공체육시설,경기도 고양시 덕양구 자유로 8-1,천연잔디 축구장 2면,종로구시설관리공단,운영,축구장,08:00~17:00,08:00~17:00,"(4시간 기준) 평일 : 150,000원 주말 및 공휴일 : 180,000원",가능,화장실 및 휴게시설 없음,주차 무료,02-745-6701,https://www.ijongno.co.kr/front/main/71,37.577767,126.8631303
용산구,한강로피트니스센터,공공체육시설,서울특별시 용산구 서빙고로 17,"헬스장(352㎡), 탁구장 6면(160㎡), GX룸(102㎡)",용산구시설관리공단,운영,생활체육관,06:00~22:00,"토요일 08:00~18:00, 일요일 10:00~17:00",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",강습시간 내 주차 가능 자유이용시간은 주차료 부과 (협의 중),02-798-5019,https://www.yong-san.or.kr/sc/main/?skin=1111,37.5258963,126.9676579
마포구,한국우진학교 스포츠센터,공공체육시설,서울특별시 마포구 월드컵북로 38길 21,수영장 : 성인풀 5레인 / 휘트니스 센터,한국우진학교,휴관,생활체육관,미개방,미개방,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸",주차 가능,02-6388-5880,https://woojin.sen.sc.kr/,37.5715969,126.9033151
용산구,한남동 헬스장,공공체육시설,서울특별시 용산구 대사관로5길 1,헬스장 면적 304.25㎡,용산구시설관리공단,운영,기타,06:00~22:00,토요일 06:00~18:00 / 일요일 및 공휴일 휴관,연령 및 이용 기간에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 식당, 개인사물함","5분당 250원 1시간당 3,000원",02-792-5315,https://www.yong-san.or.kr/main/?skin=191016,37.5345698,127.0004869
용산구,한남제천 헬스장,공공체육시설,서울특별시 용산구 대사관로34길 49,헬스장 면적 330.68㎡,용산구시설관리공단,운영,기타,06:00~22:00,토요일 06:00~18:00 / 일요일 및 공휴일 휴관,연령 및 이용 기간에 따라 이용 요금 상이,불가능,"휴게실, 강당",-,02-798-5315,https://www.yong-san.or.kr/main/?skin=191017,37.5311997,127.0062523
용산구,한남테니스장,공공체육시설,서울특별시 용산구 한남동 726-180,"테니스 코트 12면 (실외 클레이 6면, 실외 인조잔디 6면) / 면적 8,126㎡",용산구청,운영,테니스장,06:00~21:30,06:00~21:30,"클럽입회비 : 100,000원  월회비 : 60,000원 개인레슨 : 200,000~250,000원",가능,"샤워실, 탈의실, 휴게실, 주차장",주차 가능,02-797-1016,-,37.5462504,127.0043113
노원구,한내근린공원 농구장,공공체육시설,서울특별시 노원구 마들로 86,농구장 1면 (420㎡),노원구청 여가도시과,운영,농구장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설",주차 불가,02-2116-3942,https://www.nowon.kr/www/info/info4/info4_01/info4_01_22.jsp,37.622,127.0693923
노원구,한내근린공원 배드민턴장,공공체육시설,서울특별시 노원구 마들로 86,배드민턴 코트 4면 (480㎡),노원구청 여가도시과,운영,배드민턴장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설",주차 불가,02-2116-3932,https://www.nowon.kr/www/info/info4/info4_01/info4_01_22.jsp,37.622,127.0693923
구로구,항동생활체육관,공공체육시설,서울특별시 구로구 항동로 24,"지하 2층, 지상 2층 / 면적 2,884㎡",구로구시설관리공단,운영,생활체육관,화요일~금요일 10:00~21:00,주말 10:00~21:00 / 월요일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 개인물품보관함",주차 가능 (지상 및 지하),02-2066-3002,https://www.gurosisul.or.kr/mod.asp?m=business&s=b10,37.4773583,126.823132
구로구,항동생활체육관 볼링장,공공체육시설,서울특별시 구로구 항동로 24,12레인,구로구시설관리공단,운영,기타,화요일~금요일 13:00~22:00,주말 13:00~22:00 / 월요일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 개인물품보관함",주차 가능 (지상 및 지하),02-2066-3002,https://www.gurosisul.or.kr/mod.asp?m=business&s=b10,37.4773583,126.823132
강동구,해공골프연습장,공공체육시설,서울특별시 강동구 구천면로 29길 11,"40타석(철골조립식 판넬), 비거리 53m",강동구도시관리공단,운영,골프연습장,06:00~22:00,"06:00~22:00 / 신정, 설날, 추석 당일 휴장",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 락커룸",월 이용회원 : 3시간 무료 쿠폰 회원 : 2시간 무료,02-470-0556,https://www.igangdong.or.kr/page/ch/ch_0401.asp,37.5426179,127.1303717
강동구,해공체육문화센터,공공체육시설,서울특별시 강동구 천중로 18길 61,"지하 1층, 지상 2층 (연면적 1,348㎡)",강동구도시관리공단,운영,생활체육관,06:00~22:00,"토요일 09:00~18:00 / 일요일 및 추석, 설명절 휴관","(2시간 50분 기준) 평일 : 2,400원 주말 및 공휴일 : 3,100원",가능,"샤워실, 탈의실, 휴게실",10분당 300원,02-2045-7651,https://www.igangdong.or.kr/page/ch/ch_0501.asp,37.5421191,127.1298669
양천구,해누리체육공원,공공체육시설,서울특별시 양천구 안양천로 711,"인조잔디 축구장 2 / 풋살장 4 / 족구장 3 / 농구장 1 (면적 38,240㎡)",양천구시설관리공단,운영,기타,06:00~20:00,"06:00~20:00 / 신정, 설 명절, 추석 연휴, 근로자의 날 휴관",운영 프로그램에 따라 이용 요금 상이,가능,화장실,주차 가능 (무료),02-2652-3453,https://www.ycs.or.kr/fmcs/36,37.5115427,126.8723973
양천구,해누리체육공원 축구장,공공체육시설,서울특별시 양천구 안양천로 711,인조잔디 축구장 2면 (105m×65m),양천구시설관리공단,운영,축구장,06:00~20:00,"06:00~20:00 / 신정, 설 및 추석 휴관",운영 프로그램에 따라 이용 요금 상이,가능,"화장실, 스탠드",주차 가능,02-2652-3453,https://www.ycs.or.kr/fmcs/36,37.5115427,126.8723973
양천구,해누리체육공원 풋살구장,공공체육시설,서울특별시 양천구 안양천로 711,풋살구장 4면,양천구시설관리공단,운영,풋살장,06:00~20:00,"06:00~20:00 / 신정, 설, 추석 휴관",운영 프로그램에 따라 이용 요금 상이,가능,편의시설 없음,주차 가능,02-2652-3453,https://www.ycs.or.kr/fmcs/36,37.5115427,126.8723973
양천구,해마루축구장,공공체육시설,서울특별시 양천구 안양천로 812,105m×70m,양천구청,운영,축구장,06:00~20:00,06:00~20:00,무료,가능,그늘막,주차 가능 (무료),02-2620-3591,https://www.yangcheon.go.kr/reservation/reservation/ex/reservationFac/View.do?riIdx=RI000180,37.5177712,126.8781058
성북구,해오름휘트니스센터,공공체육시설,서울특별시 성북구 성북로4길 52,"지하 1층, 지상 1층",성북구도시관리공단,운영,생활체육관,06:00~22:00,06:00~18:00 / 공휴일 09:00~18:00,운영 프로그램에 따라 이용 요금 상이,가능,"탈의실, 샤워실, 휴게실, 체난실, 개인사물함",주차 가능,02-6925-7003,https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400303,37.5948075,127.0103188
강남구,행복어린이공원 배드민턴장,공공체육시설,서울특별시 강남구 헌릉로569길 25,배드민턴 코트 1면,강남구청 공원녹지과,운영,배드민턴장,00:00~24:00,00:00~24:00,-,불가능,음수대,별도의 주차 시설 없음,02-3423-6262,-,37.4667957,127.0990587
은평구,향림근린공원 실내체육관,공공체육시설,서울특별시 은평구 통일로94길 35-1,"지하 2층, 지상 3층 (연면적 8,847㎡)",은평구시설관리공단,운영,생활체육관,06:00~22:00,06:00~22:00,운영 프로그램에 따라 이용 요금 상이,가능,-,주차 가능,02-351-8002,-,37.6279189,126.9213778
은평구,향림근린공원 축구장,공공체육시설,서울특별시 은평구 통일로94길 35-1,"축구장 6,930㎡",은평구시설관리공단,운영,축구장,06:00~22:00,06:00~22:00,운영 프로그램에 따라 이용 요금 상이,가능,-,주차 가능,02-351-8002,-,37.6279189,126.9213778
은평구,향림근린공원 테니스장,공공체육시설,서울특별시 은평구 통일로94길 35-1,"테니스 코트 3면 (1,684㎡)",은평구시설관리공단,운영,테니스장,06:00~22:00,06:00~22:00,운영 프로그램에 따라 이용 요금 상이,가능,-,주차 가능,02-351-8002,-,37.6279189,126.9213778
서대문구,현저테니스장,공공체육시설,서울특별시 서대문구 현저동 101-313,"테니스 코트 2면 (1,200㎡)",서대문구청 문화체육과,운영,테니스장,06:00~22:00,06:00~22:00,"구민 : 4,000원 / 타구민 : 5,000원",가능,탈의실 겸용 사무실,주차 불가,010-9071-6895,http://www.sdm.go.kr/culture/culture/sub4030.do,37.5735945,126.9523704
동작구,현충근린공원 게이트볼장,공공체육시설,서울특별시 동작구 흑석동 산60-3,게이트볼장 1면,동작구시설관리공단,운영,게이트볼장,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,02-820-1261,-,37.4987041,126.9612764
동작구,현충근린공원 테니스장,공공체육시설,서울특별시 동작구 상도동 산49-78,테니스 코트 2면,동작구시설관리공단,운영,테니스장,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,-,-,37.4979013,126.9596015
서대문구,홍연초등학교,학교체육시설,서울특별시 서대문구 백련사길 55,"체육장 6,430㎡, 강당",홍연초등학교,운영,초등학교,"07:30~08:20, 17:00~18:00","토요일 07:30~08:20, 14:00~18:00","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 20,000~100,000원",가능,"샤워실, 탈의실, 창고","주차 가능 1시간 당 1,800원",02-394-1802,https://hyc.sen.es.kr/,37.5817146,126.9310399
서대문구,홍은테니스장,공공체육시설,서울특별시 서대문구 홍은1동 산1-551,"테니스 코트 2면 (1,564㎡)",서대문구청,운영,테니스장,06:00~22:00,06:00~22:00,"12,000원/2시간",가능,"벤치, 그늘막",주차 불가,010-9271-1036,-,37.5988376,126.9471453
서대문구,홍제 농구장,공공체육시설,서울특별시 서대문구 홍제동 280-9,농구장 1면 (500㎡),서대문구청 문화체육과,운영,농구장,06:00~22:00,06:00~22:00,무료,가능,벤치,주차 불가,02-330-1158,http://www.sdm.go.kr/culture/culture/sub4030.do,37.5950185,126.9493518
서대문구,홍제게이트볼장,공공체육시설,서울특별시 서대문구 홍제3동 278-14,게이트볼장 2면 (721㎡),서대문구청 문화체육과,운영,게이트볼장,06:00~22:00,06:00~22:00,무료,불가능,벤치,주차 불가,02-330-1158,http://www.sdm.go.kr/culture/culture/sub4030.do,37.5928868,126.9489057
서대문구,홍제배드민턴장,공공체육시설,서울특별시 서대문구 홍제동 280-9,배드민턴 코트 6면,서대문구도시관리공단,운영,배드민턴장,06:00~22:00,"06:00~22:00 / 매주 월요일 및 신정, 설연휴, 추석연휴 휴관",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 휴게실, 개인사물함",주차 시설 없음 대중교통 이용 권장,02-379-9921,http://www.sdm.go.kr/culture/culture/sub4030.do,37.5950185,126.9493518
서대문구,홍제초등학교,학교체육시설,서울특별시 서대문구 홍은중앙로 13,"체육장 8,017㎡, 체육관, 강당",홍제초등학교,운영,초등학교,"07:30~08:30, 16:30~18:00","토요일 07:30~08:30, 13:00~18:00","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 20,000~100,000원",가능,"샤워실, 탈의실, 창고","주차 가능 1시간 당 1,800원",02-396-7235,https://hongje.sen.es.kr/,37.5925972,126.9439061
강서구,화곡배수지다목적체육관,공공체육시설,서울특별시 강서구 초록마을로15길 81,배드민턴 코트 6면 / 지상 1층 (연면적 876㎡),강서구시설관리공단,운영,생활체육관,화~토 06:00~21:00,일요일 07:00~21:00,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",별도의 주차 시설이 없으므로 대중교통 이용,02-2604-7286,https://sport.gssi.or.kr/page/sisul/03/,37.5418846,126.8553243
